"","Month","Year","Commodity","val","Date"
"5259",3,2006," Aircraft, Spacecraft, And Parts Thereof",384787667,2006-03-01
"5260",3,2006," Ships, Boats And Floating Structures",258322,2006-03-01
"5261",3,2006," Optic, Photo Etc, Medic Or Surgical Instrments Etc",274560302,2006-03-01
"5262",3,2006," Clocks And Watches And Parts Thereof",285761,2006-03-01
"5263",3,2006," Musical Instruments; Parts And Accessories Thereof",1116833,2006-03-01
"5264",3,2006," Arms And Ammunition; Parts And Accessories Thereof",20168,2006-03-01
"5265",3,2006," Furniture; Bedding Etc; Lamps Nesoi Etc; Prefab Bd",10055903,2006-03-01
"5266",3,2006," Toys, Games & Sport Equipment; Parts & Accessories",5452050,2006-03-01
"5267",3,2006," Miscellaneous Manufactured Articles",1944224,2006-03-01
"5268",3,2006," Works Of Art, Collectors' Pieces And Antiques",316193,2006-03-01
"5269",3,2006," Special Classification Provisions, Nesoi",37891931,2006-03-01
"5270",4,2006," Live Animals",2166134,2006-04-01
"5271",4,2006," Meat And Edible Meat Offal",27351770,2006-04-01
"5272",4,2006," Fish, Crustaceans & Aquatic Invertebrates",53843966,2006-04-01
"5273",4,2006," Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi",8913247,2006-04-01
"5274",4,2006," Products Of Animal Origin, Nesoi",6245617,2006-04-01
"5275",4,2006," Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",428325,2006-04-01
"5276",4,2006," Edible Vegetables & Certain Roots & Tubers",1829815,2006-04-01
"5277",4,2006," Edible Fruit & Nuts; Citrus Fruit Or Melon Peel",9028688,2006-04-01
"5278",4,2006," Coffee, Tea, Mate & Spices",1044831,2006-04-01
"5279",4,2006," Cereals",533114,2006-04-01
"5280",4,2006," Milling Products; Malt; Starch; Inulin; Wht Gluten",927057,2006-04-01
"5281",4,2006," Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",59038726,2006-04-01
"5282",4,2006," Lac; Gums, Resins & Other Vegetable Sap & Extract",2473101,2006-04-01
"5283",4,2006," Vegetable Plaiting Materials & Products Nesoi",1536805,2006-04-01
"5284",4,2006," Animal Or Vegetable Fats, Oils Etc. & Waxes",1540825,2006-04-01
"5285",4,2006," Edible Preparations Of Meat, Fish, Crustaceans Etc",1782414,2006-04-01
"5286",4,2006," Sugars And Sugar Confectionary",2500921,2006-04-01
"5287",4,2006," Cocoa And Cocoa Preparations",1033603,2006-04-01
"5288",4,2006," Prep Cereal, Flour, Starch Or Milk; Bakers Wares",1194771,2006-04-01
"5289",4,2006," Prep Vegetables, Fruit, Nuts Or Other Plant Parts",6225985,2006-04-01
"5290",4,2006," Miscellaneous Edible Preparations",6392385,2006-04-01
"5291",4,2006," Beverages, Spirits And Vinegar",1271472,2006-04-01
"5292",4,2006," Food Industry Residues & Waste; Prep Animal Feed",4191735,2006-04-01
"5293",4,2006," Tobacco And Manufactured Tobacco Substitutes",439391,2006-04-01
"5294",4,2006," Salt; Sulfur; Earth & Stone; Lime & Cement Plaster",10154311,2006-04-01
"5295",4,2006," Ores, Slag And Ash",22414504,2006-04-01
"5296",4,2006," Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",28017054,2006-04-01
"5297",4,2006," Inorg Chem; Prec & Rare-earth Met & Radioact Compd",53843689,2006-04-01
"5298",4,2006," Organic Chemicals",122370900,2006-04-01
"5299",4,2006," Pharmaceutical Products",23809279,2006-04-01
"5300",4,2006," Fertilizers",37054923,2006-04-01
"5301",4,2006," Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",14881480,2006-04-01
"5302",4,2006," Essential Oils Etc; Perfumery, Cosmetic Etc Preps",12232398,2006-04-01
"5303",4,2006," Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",15973443,2006-04-01
"5304",4,2006," Albuminoidal Subst; Modified Starch; Glue; Enzymes",7322350,2006-04-01
"5305",4,2006," Explosives; Pyrotechnics; Matches; Pyro Alloys Etc",616539,2006-04-01
"5306",4,2006," Photographic Or Cinematographic Goods",12813444,2006-04-01
"5307",4,2006," Miscellaneous Chemical Products",52784705,2006-04-01
"5308",4,2006," Plastics And Articles Thereof",190403752,2006-04-01
"5309",4,2006," Rubber And Articles Thereof",33929646,2006-04-01
"5310",4,2006," Raw Hides And Skins (no Furskins) And Leather",67520116,2006-04-01
"5311",4,2006," Leather Art; Saddlery Etc; Handbags Etc; Gut Art",2207356,2006-04-01
"5312",4,2006," Furskins And Artificial Fur; Manufactures Thereof",2211059,2006-04-01
"5313",4,2006," Wood And Articles Of Wood; Wood Charcoal",45879170,2006-04-01
"5314",4,2006," Cork And Articles Of Cork",101181,2006-04-01
"5315",4,2006," Mfr Of Straw, Esparto Etc.; Basketware & Wickerwrk",95898,2006-04-01
"5316",4,2006," Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd",111097774,2006-04-01
"5317",4,2006," Paper & Paperboard & Articles (inc Papr Pulp Artl)",38597815,2006-04-01
"5318",4,2006," Printed Books, Newspapers Etc; Manuscripts Etc",6228858,2006-04-01
"5319",4,2006," Silk, Including Yarns And Woven Fabric Thereof",917636,2006-04-01
"5320",4,2006," Wool & Animal Hair, Including Yarn & Woven Fabric",1515402,2006-04-01
"5321",4,2006," Cotton, Including Yarn And Woven Fabric Thereof",296514340,2006-04-01
"5322",4,2006," Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab",25000,2006-04-01
"5323",4,2006," Manmade Filaments, Including Yarns & Woven Fabrics",7007602,2006-04-01
"5324",4,2006," Manmade Staple Fibers, Incl Yarns & Woven Fabrics",21444954,2006-04-01
"5325",4,2006," Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",22838900,2006-04-01
"5326",4,2006," Carpets And Other Textile Floor Coverings",733036,2006-04-01
"5327",4,2006," Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc",3400882,2006-04-01
"5328",4,2006," Impregnated Etc Text Fabrics; Tex Art For Industry",3615531,2006-04-01
"5329",4,2006," Knitted Or Crocheted Fabrics",392378,2006-04-01
"5330",4,2006," Apparel Articles And Accessories, Knit Or Crochet",819547,2006-04-01
"5331",4,2006," Apparel Articles And Accessories, Not Knit Etc.",905245,2006-04-01
"5332",4,2006," Textile Art Nesoi; Needlecraft Sets; Worn Text Art",1392431,2006-04-01
"5333",4,2006," Footwear, Gaiters Etc. And Parts Thereof",5495174,2006-04-01
"5334",4,2006," Headgear And Parts Thereof",107750,2006-04-01
"5335",4,2006," Umbrellas, Walking-sticks, Riding-crops Etc, Parts",41633,2006-04-01
"5336",4,2006," Prep Feathers, Down Etc; Artif Flowers; H Hair Art",438537,2006-04-01
"5337",4,2006," Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",11160376,2006-04-01
"5338",4,2006," Ceramic Products",3640958,2006-04-01
"5339",4,2006," Glass And Glassware",14277514,2006-04-01
"5340",4,2006," Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",27498346,2006-04-01
"5341",4,2006," Iron And Steel",125059371,2006-04-01
"5342",4,2006," Articles Of Iron Or Steel",31326274,2006-04-01
"5343",4,2006," Copper And Articles Thereof",99562041,2006-04-01
"5344",4,2006," Nickel And Articles Thereof",7537006,2006-04-01
"5345",4,2006," Aluminum And Articles Thereof",154750888,2006-04-01
"5346",4,2006," Lead And Articles Thereof",119479,2006-04-01
"5347",4,2006," Zinc And Articles Thereof",5648452,2006-04-01
"5348",4,2006," Tin And Articles Thereof",185025,2006-04-01
"5349",4,2006," Base Metals Nesoi; Cermets; Articles Thereof",41307649,2006-04-01
"5350",4,2006," Tools, Cutlery Etc. Of Base Metal & Parts Thereof",8102016,2006-04-01
"5351",4,2006," Miscellaneous Articles Of Base Metal",6263553,2006-04-01
"5352",4,2006," Nuclear Reactors, Boilers, Machinery Etc.; Parts",594894680,2006-04-01
"5353",4,2006," Electric Machinery Etc; Sound Equip; Tv Equip; Pts",762124436,2006-04-01
"5354",4,2006," Railway Or Tramway Stock Etc; Traffic Signal Equip",20710512,2006-04-01
"5355",4,2006," Vehicles, Except Railway Or Tramway, And Parts Etc",105020243,2006-04-01
"5356",4,2006," Aircraft, Spacecraft, And Parts Thereof",439412729,2006-04-01
"5357",4,2006," Ships, Boats And Floating Structures",381043,2006-04-01
"5358",4,2006," Optic, Photo Etc, Medic Or Surgical Instrments Etc",232457327,2006-04-01
"5359",4,2006," Clocks And Watches And Parts Thereof",314700,2006-04-01
"5360",4,2006," Musical Instruments; Parts And Accessories Thereof",669287,2006-04-01
"5361",4,2006," Arms And Ammunition; Parts And Accessories Thereof",239063,2006-04-01
"5362",4,2006," Furniture; Bedding Etc; Lamps Nesoi Etc; Prefab Bd",7384495,2006-04-01
"5363",4,2006," Toys, Games & Sport Equipment; Parts & Accessories",3002328,2006-04-01
"5364",4,2006," Miscellaneous Manufactured Articles",1870057,2006-04-01
"5365",4,2006," Works Of Art, Collectors' Pieces And Antiques",235408,2006-04-01
"5366",4,2006," Special Classification Provisions, Nesoi",45146919,2006-04-01
"5367",5,2006," Live Animals",883655,2006-05-01
"5368",5,2006," Meat And Edible Meat Offal",31030757,2006-05-01
"5369",5,2006," Fish, Crustaceans & Aquatic Invertebrates",31082504,2006-05-01
"5370",5,2006," Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi",8996032,2006-05-01
"5371",5,2006," Products Of Animal Origin, Nesoi",7638002,2006-05-01
"5372",5,2006," Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",66300,2006-05-01
"5373",5,2006," Edible Vegetables & Certain Roots & Tubers",1333582,2006-05-01
"5374",5,2006," Edible Fruit & Nuts; Citrus Fruit Or Melon Peel",9441950,2006-05-01
"5375",5,2006," Coffee, Tea, Mate & Spices",707246,2006-05-01
"5376",5,2006," Cereals",4565562,2006-05-01
"5377",5,2006," Milling Products; Malt; Starch; Inulin; Wht Gluten",576732,2006-05-01
"5378",5,2006," Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",15464618,2006-05-01
"5379",5,2006," Lac; Gums, Resins & Other Vegetable Sap & Extract",2230190,2006-05-01
"5380",5,2006," Vegetable Plaiting Materials & Products Nesoi",1625795,2006-05-01
"5381",5,2006," Animal Or Vegetable Fats, Oils Etc. & Waxes",1239012,2006-05-01
"5382",5,2006," Edible Preparations Of Meat, Fish, Crustaceans Etc",2058486,2006-05-01
"5383",5,2006," Sugars And Sugar Confectionary",5078277,2006-05-01
"5384",5,2006," Cocoa And Cocoa Preparations",1255079,2006-05-01
"5385",5,2006," Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2067479,2006-05-01
"5386",5,2006," Prep Vegetables, Fruit, Nuts Or Other Plant Parts",6092238,2006-05-01
"5387",5,2006," Miscellaneous Edible Preparations",8770452,2006-05-01
"5388",5,2006," Beverages, Spirits And Vinegar",1871274,2006-05-01
"5389",5,2006," Food Industry Residues & Waste; Prep Animal Feed",3065123,2006-05-01
"5390",5,2006," Tobacco And Manufactured Tobacco Substitutes",408072,2006-05-01
"5391",5,2006," Salt; Sulfur; Earth & Stone; Lime & Cement Plaster",11295093,2006-05-01
"5392",5,2006," Ores, Slag And Ash",39758165,2006-05-01
"5393",5,2006," Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",15961750,2006-05-01
"5394",5,2006," Inorg Chem; Prec & Rare-earth Met & Radioact Compd",79100637,2006-05-01
"5395",5,2006," Organic Chemicals",132918098,2006-05-01
"5396",5,2006," Pharmaceutical Products",24422184,2006-05-01
"5397",5,2006," Fertilizers",12508842,2006-05-01
"5398",5,2006," Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",19908811,2006-05-01
"5399",5,2006," Essential Oils Etc; Perfumery, Cosmetic Etc Preps",11776024,2006-05-01
"5400",5,2006," Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",15805582,2006-05-01
"5401",5,2006," Albuminoidal Subst; Modified Starch; Glue; Enzymes",10255175,2006-05-01
"5402",5,2006," Explosives; Pyrotechnics; Matches; Pyro Alloys Etc",644894,2006-05-01
"5403",5,2006," Photographic Or Cinematographic Goods",13348150,2006-05-01
"5404",5,2006," Miscellaneous Chemical Products",52049748,2006-05-01
"5405",5,2006," Plastics And Articles Thereof",212777989,2006-05-01
"5406",5,2006," Rubber And Articles Thereof",40921612,2006-05-01
"5407",5,2006," Raw Hides And Skins (no Furskins) And Leather",78322366,2006-05-01
"5408",5,2006," Leather Art; Saddlery Etc; Handbags Etc; Gut Art",1481596,2006-05-01
"5409",5,2006," Furskins And Artificial Fur; Manufactures Thereof",9324483,2006-05-01
"5410",5,2006," Wood And Articles Of Wood; Wood Charcoal",52742362,2006-05-01
"5411",5,2006," Cork And Articles Of Cork",196819,2006-05-01
"5412",5,2006," Mfr Of Straw, Esparto Etc.; Basketware & Wickerwrk",313524,2006-05-01
"5413",5,2006," Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd",114162463,2006-05-01
"5414",5,2006," Paper & Paperboard & Articles (inc Papr Pulp Artl)",36670089,2006-05-01
"5415",5,2006," Printed Books, Newspapers Etc; Manuscripts Etc",7090402,2006-05-01
"5416",5,2006," Silk, Including Yarns And Woven Fabric Thereof",138985,2006-05-01
"5417",5,2006," Wool & Animal Hair, Including Yarn & Woven Fabric",1187476,2006-05-01
"5418",5,2006," Cotton, Including Yarn And Woven Fabric Thereof",269546030,2006-05-01
"5419",5,2006," Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab",118553,2006-05-01
"5420",5,2006," Manmade Filaments, Including Yarns & Woven Fabrics",5614579,2006-05-01
"5421",5,2006," Manmade Staple Fibers, Incl Yarns & Woven Fabrics",20129507,2006-05-01
"5422",5,2006," Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",19617531,2006-05-01
"5423",5,2006," Carpets And Other Textile Floor Coverings",1296042,2006-05-01
"5424",5,2006," Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc",3423119,2006-05-01
"5425",5,2006," Impregnated Etc Text Fabrics; Tex Art For Industry",5073384,2006-05-01
"5426",5,2006," Knitted Or Crocheted Fabrics",662551,2006-05-01
"5427",5,2006," Apparel Articles And Accessories, Knit Or Crochet",517182,2006-05-01
"5428",5,2006," Apparel Articles And Accessories, Not Knit Etc.",715094,2006-05-01
"5429",5,2006," Textile Art Nesoi; Needlecraft Sets; Worn Text Art",1623001,2006-05-01
"5430",5,2006," Footwear, Gaiters Etc. And Parts Thereof",4366086,2006-05-01
"5431",5,2006," Headgear And Parts Thereof",125822,2006-05-01
"5432",5,2006," Umbrellas, Walking-sticks, Riding-crops Etc, Parts",75055,2006-05-01
"5433",5,2006," Prep Feathers, Down Etc; Artif Flowers; H Hair Art",565309,2006-05-01
"5434",5,2006," Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",11940702,2006-05-01
"5435",5,2006," Ceramic Products",3454042,2006-05-01
"5436",5,2006," Glass And Glassware",16797285,2006-05-01
"5437",5,2006," Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",28229948,2006-05-01
"5438",5,2006," Iron And Steel",144173705,2006-05-01
"5439",5,2006," Articles Of Iron Or Steel",20979834,2006-05-01
"5440",5,2006," Copper And Articles Thereof",144359026,2006-05-01
"5441",5,2006," Nickel And Articles Thereof",9102047,2006-05-01
"5442",5,2006," Aluminum And Articles Thereof",214443558,2006-05-01
"5443",5,2006," Lead And Articles Thereof",206664,2006-05-01
"5444",5,2006," Zinc And Articles Thereof",6171443,2006-05-01
"5445",5,2006," Tin And Articles Thereof",484156,2006-05-01
"5446",5,2006," Base Metals Nesoi; Cermets; Articles Thereof",67491998,2006-05-01
"5447",5,2006," Tools, Cutlery Etc. Of Base Metal & Parts Thereof",12065860,2006-05-01
"5448",5,2006," Miscellaneous Articles Of Base Metal",5948084,2006-05-01
"5449",5,2006," Nuclear Reactors, Boilers, Machinery Etc.; Parts",600538949,2006-05-01
"5450",5,2006," Electric Machinery Etc; Sound Equip; Tv Equip; Pts",861466663,2006-05-01
"5451",5,2006," Railway Or Tramway Stock Etc; Traffic Signal Equip",33662099,2006-05-01
"5452",5,2006," Vehicles, Except Railway Or Tramway, And Parts Etc",126967738,2006-05-01
"5453",5,2006," Aircraft, Spacecraft, And Parts Thereof",327849230,2006-05-01
"5454",5,2006," Ships, Boats And Floating Structures",376462,2006-05-01
"5455",5,2006," Optic, Photo Etc, Medic Or Surgical Instrments Etc",255192035,2006-05-01
"5456",5,2006," Clocks And Watches And Parts Thereof",214135,2006-05-01
"5457",5,2006," Musical Instruments; Parts And Accessories Thereof",584529,2006-05-01
"5458",5,2006," Furniture; Bedding Etc; Lamps Nesoi Etc; Prefab Bd",10028493,2006-05-01
"5459",5,2006," Toys, Games & Sport Equipment; Parts & Accessories",5391563,2006-05-01
"5460",5,2006," Miscellaneous Manufactured Articles",1766910,2006-05-01
"5461",5,2006," Works Of Art, Collectors' Pieces And Antiques",12078183,2006-05-01
"5462",5,2006," Special Classification Provisions, Nesoi",36024127,2006-05-01
"5463",6,2006," Live Animals",1185340,2006-06-01
"5464",6,2006," Meat And Edible Meat Offal",27524024,2006-06-01
"5465",6,2006," Fish, Crustaceans & Aquatic Invertebrates",27919795,2006-06-01
"5466",6,2006," Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi",8196945,2006-06-01
"5467",6,2006," Products Of Animal Origin, Nesoi",7092812,2006-06-01
"5468",6,2006," Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",37408,2006-06-01
"5469",6,2006," Edible Vegetables & Certain Roots & Tubers",1920108,2006-06-01
"5470",6,2006," Edible Fruit & Nuts; Citrus Fruit Or Melon Peel",6048351,2006-06-01
"5471",6,2006," Coffee, Tea, Mate & Spices",708387,2006-06-01
"5472",6,2006," Cereals",117103,2006-06-01
"5473",6,2006," Milling Products; Malt; Starch; Inulin; Wht Gluten",1144634,2006-06-01
"5474",6,2006," Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",1986908,2006-06-01
"5475",6,2006," Lac; Gums, Resins & Other Vegetable Sap & Extract",2764444,2006-06-01
"5476",6,2006," Vegetable Plaiting Materials & Products Nesoi",907987,2006-06-01
"5477",6,2006," Animal Or Vegetable Fats, Oils Etc. & Waxes",1678244,2006-06-01
"5478",6,2006," Edible Preparations Of Meat, Fish, Crustaceans Etc",2257400,2006-06-01
"5479",6,2006," Sugars And Sugar Confectionary",2088348,2006-06-01
"5480",6,2006," Cocoa And Cocoa Preparations",1652094,2006-06-01
"5481",6,2006," Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2055050,2006-06-01
"5482",6,2006," Prep Vegetables, Fruit, Nuts Or Other Plant Parts",4987174,2006-06-01
"5483",6,2006," Miscellaneous Edible Preparations",4929887,2006-06-01
"5484",6,2006," Beverages, Spirits And Vinegar",1453225,2006-06-01
"5485",6,2006," Food Industry Residues & Waste; Prep Animal Feed",2813008,2006-06-01
"5486",6,2006," Tobacco And Manufactured Tobacco Substitutes",1223974,2006-06-01
"5487",6,2006," Salt; Sulfur; Earth & Stone; Lime & Cement Plaster",9483318,2006-06-01
"5488",6,2006," Ores, Slag And Ash",10688937,2006-06-01
"5489",6,2006," Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",31206133,2006-06-01
"5490",6,2006," Inorg Chem; Prec & Rare-earth Met & Radioact Compd",51693073,2006-06-01
"5491",6,2006," Organic Chemicals",140022444,2006-06-01
"5492",6,2006," Pharmaceutical Products",12232476,2006-06-01
"5493",6,2006," Fertilizers",14397368,2006-06-01
"5494",6,2006," Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",17877270,2006-06-01
"5495",6,2006," Essential Oils Etc; Perfumery, Cosmetic Etc Preps",11741759,2006-06-01
"5496",6,2006," Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",14184178,2006-06-01
"5497",6,2006," Albuminoidal Subst; Modified Starch; Glue; Enzymes",8277651,2006-06-01
"5498",6,2006," Explosives; Pyrotechnics; Matches; Pyro Alloys Etc",776235,2006-06-01
"5499",6,2006," Photographic Or Cinematographic Goods",10018403,2006-06-01
"5500",6,2006," Miscellaneous Chemical Products",60705876,2006-06-01
"5501",6,2006," Plastics And Articles Thereof",222814044,2006-06-01
"5502",6,2006," Rubber And Articles Thereof",41222834,2006-06-01
"5503",6,2006," Raw Hides And Skins (no Furskins) And Leather",76032427,2006-06-01
"5504",6,2006," Leather Art; Saddlery Etc; Handbags Etc; Gut Art",877139,2006-06-01
"5505",6,2006," Furskins And Artificial Fur; Manufactures Thereof",4127331,2006-06-01
"5506",6,2006," Wood And Articles Of Wood; Wood Charcoal",46984828,2006-06-01
"5507",6,2006," Cork And Articles Of Cork",107546,2006-06-01
"5508",6,2006," Mfr Of Straw, Esparto Etc.; Basketware & Wickerwrk",109859,2006-06-01
"5509",6,2006," Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd",120802280,2006-06-01
"5510",6,2006," Paper & Paperboard & Articles (inc Papr Pulp Artl)",35821232,2006-06-01
"5511",6,2006," Printed Books, Newspapers Etc; Manuscripts Etc",9219231,2006-06-01
"5512",6,2006," Silk, Including Yarns And Woven Fabric Thereof",93768,2006-06-01
"5513",6,2006," Wool & Animal Hair, Including Yarn & Woven Fabric",2075927,2006-06-01
"5514",6,2006," Cotton, Including Yarn And Woven Fabric Thereof",219441962,2006-06-01
"5515",6,2006," Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab",178647,2006-06-01
"5516",6,2006," Manmade Filaments, Including Yarns & Woven Fabrics",6613194,2006-06-01
"5517",6,2006," Manmade Staple Fibers, Incl Yarns & Woven Fabrics",23728454,2006-06-01
"5518",6,2006," Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",30005339,2006-06-01
"5519",6,2006," Carpets And Other Textile Floor Coverings",931860,2006-06-01
"5520",6,2006," Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc",2481906,2006-06-01
"5521",6,2006," Impregnated Etc Text Fabrics; Tex Art For Industry",4194603,2006-06-01
"5522",6,2006," Knitted Or Crocheted Fabrics",690028,2006-06-01
"5523",6,2006," Apparel Articles And Accessories, Knit Or Crochet",519529,2006-06-01
"5524",6,2006," Apparel Articles And Accessories, Not Knit Etc.",548828,2006-06-01
"5525",6,2006," Textile Art Nesoi; Needlecraft Sets; Worn Text Art",678114,2006-06-01
"5526",6,2006," Footwear, Gaiters Etc. And Parts Thereof",4620707,2006-06-01
"5527",6,2006," Headgear And Parts Thereof",75348,2006-06-01
"5528",6,2006," Umbrellas, Walking-sticks, Riding-crops Etc, Parts",10799,2006-06-01
"5529",6,2006," Prep Feathers, Down Etc; Artif Flowers; H Hair Art",681251,2006-06-01
"5530",6,2006," Art Of Stone, Plaster, Cement, Asbestos, Mica Etc.",6684081,2006-06-01
"5531",6,2006," Ceramic Products",3597115,2006-06-01
"5532",6,2006," Glass And Glassware",14578991,2006-06-01
"5533",6,2006," Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin",32384793,2006-06-01
"5534",6,2006," Iron And Steel",133856518,2006-06-01
"5535",6,2006," Articles Of Iron Or Steel",42132123,2006-06-01
"5536",6,2006," Copper And Articles Thereof",144596108,2006-06-01
"5537",6,2006," Nickel And Articles Thereof",12809690,2006-06-01
"5538",6,2006," Aluminum And Articles Thereof",154933239,2006-06-01
"5539",6,2006," Lead And Articles Thereof",463333,2006-06-01
"5540",6,2006," Zinc And Articles Thereof",6853780,2006-06-01
"5541",6,2006," Tin And Articles Thereof",538008,2006-06-01
"5542",6,2006," Base Metals Nesoi; Cermets; Articles Thereof",69349211,2006-06-01
"5543",6,2006," Tools, Cutlery Etc. Of Base Metal & Parts Thereof",8641780,2006-06-01
"5544",6,2006," Miscellaneous Articles Of Base Metal",7215194,2006-06-01
"5545",6,2006," Nuclear Reactors, Boilers, Machinery Etc.; Parts",716451631,2006-06-01
"5546",6,2006," Electric Machinery Etc; Sound Equip; Tv Equip; Pts",898106164,2006-06-01
"5547",6,2006," Railway Or Tramway Stock Etc; Traffic Signal Equip",19668779,2006-06-01
"5548",6,2006," Vehicles, Except Railway Or Tramway, And Parts Etc",81817098,2006-06-01
"5549",6,2006," Aircraft, Spacecraft, And Parts Thereof",249763441,2006-06-01
"5550",6,2006," Ships, Boats And Floating Structures",649048,2006-06-01
"5551",6,2006," Optic, Photo Etc, Medic Or Surgical Instrments Etc",277853819,2006-06-01
"5552",6,2006," Clocks And Watches And Parts Thereof",202718,2006-06-01
"5553",6,2006," Musical Instruments; Parts And Accessories Thereof",1011027,2006-06-01
"5554",6,2006," Arms And Ammunition; Parts And Accessories Thereof",72332,2006-06-01
"5555",6,2006," Furniture; Bedding Etc; Lamps Nesoi Etc; Prefab Bd",15332988,2006-06-01
"5556",6,2006," Toys, Games & Sport Equipment; Parts & Accessories",3438503,2006-06-01
"5557",6,2006," Miscellaneous Manufactured Articles",1767603,2006-06-01
"5558",6,2006," Works Of Art, Collectors' Pieces And Antiques",622640,2006-06-01
"5559",6,2006," Special Classification Provisions, Nesoi",35826795,2006-06-01
"5560",7,2006," Live Animals",1119383,2006-07-01
"5561",7,2006," Meat And Edible Meat Offal",26793455,2006-07-01
"5562",7,2006," Fish, Crustaceans & Aquatic Invertebrates",48991984,2006-07-01
"5563",7,2006," Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi",8151522,2006-07-01
"5564",7,2006," Products Of Animal Origin, Nesoi",6544248,2006-07-01
"5565",7,2006," Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",27608,2006-07-01
"5566",7,2006," Edible Vegetables & Certain Roots & Tubers",934325,2006-07-01
"5567",7,2006," Edible Fruit & Nuts; Citrus Fruit Or Melon Peel",7815484,2006-07-01
"5568",7,2006," Coffee, Tea, Mate & Spices",615845,2006-07-01
"5569",7,2006," Cereals",12269942,2006-07-01
"5570",7,2006," Milling Products; Malt; Starch; Inulin; Wht Gluten",1255193,2006-07-01
"5571",7,2006," Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc",30796649,2006-07-01
"5572",7,2006," Lac; Gums, Resins & Other Vegetable Sap & Extract",1655976,2006-07-01
"5573",7,2006," Vegetable Plaiting Materials & Products Nesoi",209665,2006-07-01
"5574",7,2006," Animal Or Vegetable Fats, Oils Etc. & Waxes",1352591,2006-07-01
"5575",7,2006," Edible Preparations Of Meat, Fish, Crustaceans Etc",3837323,2006-07-01
"5576",7,2006," Sugars And Sugar Confectionary",4795629,2006-07-01
"5577",7,2006," Cocoa And Cocoa Preparations",1053831,2006-07-01
"5578",7,2006," Prep Cereal, Flour, Starch Or Milk; Bakers Wares",1769875,2006-07-01
"5579",7,2006," Prep Vegetables, Fruit, Nuts Or Other Plant Parts",4639517,2006-07-01
"5580",7,2006," Miscellaneous Edible Preparations",6987024,2006-07-01
"5581",7,2006," Beverages, Spirits And Vinegar",1492976,2006-07-01
"5582",7,2006," Food Industry Residues & Waste; Prep Animal Feed",6915152,2006-07-01
"5583",7,2006," Tobacco And Manufactured Tobacco Substitutes",443091,2006-07-01
"5584",7,2006," Salt; Sulfur; Earth & Stone; Lime & Cement Plaster",9445816,2006-07-01
"5585",7,2006," Ores, Slag And Ash",25640991,2006-07-01
"5586",7,2006," Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax",11379020,2006-07-01
"5587",7,2006," Inorg Chem; Prec & Rare-earth Met & Radioact Compd",71448420,2006-07-01
"5588",7,2006," Organic Chemicals",108818252,2006-07-01
"5589",7,2006," Pharmaceutical Products",19505315,2006-07-01
"5590",7,2006," Fertilizers",14752154,2006-07-01
"5591",7,2006," Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",19880550,2006-07-01
