"","web_url","snippet","lead_paragraph","abstract","pub_date"
"65","https://www.nytimes.com/2019/08/25/world/europe/trump-offers-contradictory-signals-on-china-trade-war.html","After initially said that he was having “second thoughts” about a new levies on Chinese goods, Mr. Trump said he only regretted not raising tariffs faster.","BIARRITZ, France — President Trump offered deeply contradictory signals about his trade war with China on Sunday, ending the day by escalating his threats of higher tariffs even as he remained isolated from fellow world leaders on a strategy that has rattled the global economy.","After initially said that he was having “second thoughts” about a new levies on Chinese goods, Mr. Trump said he only regretted not raising tariffs faster.","2019-08-25T21:10:57+0000"
"66","https://www.nytimes.com/2019/08/26/briefing/trade-war-andrew-luck-us-open.html","Here’s what you need to know.","(Want to get this briefing by email? Here’s the sign-up.)","Here’s what you need to know.","2019-08-26T09:43:40+0000"
"67","https://www.nytimes.com/2019/06/02/briefing/mbz-trade-wars-trump.html","Let us help you start your day.","(Want to get this briefing by email? Here’s the sign-up.)","Let us help you start your day.","2019-06-02T20:42:49+0000"
"68","https://www.nytimes.com/2019/05/31/climate/farmers-flooding-food-prices.html","Prices are rising and planting is far behind schedule as farmers face a complex new calculus about what to plant—or whether to plant at all.","Corn prices are rising as surging floodwaters and soaking rains — combined with President Trump’s trade war with China — are making it an exceptionally difficult year for farmers facing risky choices about what crops to plant, or whether to plant at all.","Prices are rising and planting is far behind schedule as farmers face a complex new calculus about what to plant—or whether to plant at all.","2019-05-31T21:18:22+0000"
"69","https://www.nytimes.com/2019/05/14/world/asia/china-propaganda-trade.html","Nationalism has surged as commentators attack “Giant Baby Trump” and vow to resist American demands.","BEIJING — The trade dispute between the United States and China is escalating — and so is the war of words between the two countries. ","Nationalism has surged as commentators attack “Giant Baby Trump” and vow to resist American demands.","2019-05-14T15:23:36+0000"
"70","https://www.nytimes.com/2019/05/24/us/politics/on-politics-trump-trade-war.html","The Trump administration announced an aid package for farmers to mollify an important political constituency hurt by the escalating trade clash with China.","Good Friday morning. Here are some of the stories making news in Washington and politics today.","The Trump administration announced an aid package for farmers to mollify an important political constituency hurt by the escalating trade clash with China.","2019-05-24T04:14:03+0000"
"71","https://www.nytimes.com/2019/08/13/business/global-markets.html","Protest-stricken Hong Kong led losses in Asia, but Europe opened only mildly lower and U.S. stocks moderated as well.","Stocks rose after the White House delayed imposing tariffs on some consumer and electronic goods imported from China that were set to go into effect on Sept. 1.","Protest-stricken Hong Kong led losses in Asia, but Europe opened only mildly lower and U.S. stocks moderated as well.","2019-08-13T08:14:45+0000"
"72","https://www.nytimes.com/2019/10/12/us/politics/trump-trade-deal-china.html","President Trump and his Chinese counterpart, Xi Jinping, agreed to a compromise on trade in recent days as they feel political pressures at home and face weakening economies.","BEIJING — The interim trade pact announced Friday between the United States and China came together as both countries’ leaders faced mounting political pressures and rising economic worries at home.","President Trump and his Chinese counterpart, Xi Jinping, agreed to a compromise on trade in recent days as they feel political pressures at home and face weakening economies.","2019-10-12T19:42:04+0000"
"73","https://www.nytimes.com/2019/10/07/business/china-strategic-pork-reserve.html","The tariff fight has added to Chinese shoppers’ grocery bills. How is the government coping? By tapping its gigantic stockpile of emergency meat.","BEIJING — When supplies of China’s favorite meat run low, Beijing calls upon its strategic pork reserve, a name that brings to mind vast piles of sausages, bacon and spareribs housed in secret underground vaults across the country. ","The tariff fight has added to Chinese shoppers’ grocery bills. How is the government coping? By tapping its gigantic stockpile of emergency meat.","2019-10-08T00:53:11+0000"
"74","https://www.nytimes.com/2019/03/03/opinion/how-goes-the-trade-war.html","Consumers, not foreigners, are paying the Trump tariffs.","Say this for Donald Trump: He’s provided us with many iconic quotations, which will surely be repeated in histories and textbooks for decades if not generations to come. Unfortunately, they’ll be repeated because they are extremely clear examples of bad ideas.","Consumers, not foreigners, are paying the Trump tariffs.","2019-03-03T16:55:22+0000"
"75","https://www.nytimes.com/2019/05/29/business/dealbook/trade-war-wall-street.html","Both inside and outside the White House, there are growing calls for a weakening of China’s links to U.S. financial markets.","Good Wednesday. (Want this by email? Sign up here.)","Both inside and outside the White House, there are growing calls for a weakening of China’s links to U.S. financial markets.","2019-05-29T10:13:06+0000"
"76","https://www.nytimes.com/video/world/europe/100000006680797/trump-china-g7.html","President Trump said on Monday that Chinese officials had called to restart trade talks with the United States. That came after China imposed new tariffs in retaliation for American levies on Friday.","President Trump said on Monday that Chinese officials had called to restart trade talks with the United States. That came after China imposed new tariffs in retaliation for American levies on Friday.","President Trump said on Monday that Chinese officials had called to restart trade talks with the United States. That came after China imposed new tariffs in retaliation for American levies on Friday.","2019-08-26T12:58:23+0000"
"77","https://www.nytimes.com/2019/03/04/us/politics/trump-china-trade-war.html","A Delaware lighting store is growing weary of the trade war as its prices increase, putting its profitability at risk.","WILMINGTON, Del. — Tom Vari’s lighting suppliers began mailing him warnings about tariffs last fall. They varied a bit in dates and percentages, but they all said the same thing: Very soon, your prices are going up.","A Delaware lighting store is growing weary of the trade war as its prices increase, putting its profitability at risk.","2019-03-04T16:24:37+0000"
"78","https://www.nytimes.com/2019/08/29/us/politics/trump-economy-uncertainty.html","The president’s whiplash-inducing China moves over the past week sent companies across the United States scrambling to adjust.","Executives at Columbia Sportswear in Portland, Ore., were in a high-level meeting last Friday to wrap up their response to the Trump administration’s latest round of tariffs on Chinese imports when the president took to Twitter.","The president’s whiplash-inducing China moves over the past week sent companies across the United States scrambling to adjust.","2019-08-29T16:28:20+0000"
"79","https://www.nytimes.com/2019/08/06/business/global-markets.html","Wall Street recovered some of its losses as Monday’s panic over an escalating trade war eased.","BEIJING — Stock markets steadied on Tuesday after a rout the day before, amid signs that Beijing would not immediately act on its veiled threat to use the value of its currency as a weapon in China’s trade war with the United States.","Wall Street recovered some of its losses as Monday’s panic over an escalating trade war eased.","2019-08-06T08:55:18+0000"
"80","https://www.nytimes.com/2019/08/02/business/economy/china-us-trade-threats.html","The S&P 500 recorded its worst week this year as investors were rattled by renewed trade tensions that threatened to undermine the global economy.","WASHINGTON — Global trade tensions escalated this week as the United States renewed its tariff war with China, sending major stock indexes tumbling as fears of an economic slowdown rattled investors around the world.","The S&P 500 recorded its worst week this year as investors were rattled by renewed trade tensions that threatened to undermine the global economy.","2019-08-03T00:04:01+0000"
"81","https://www.nytimes.com/2019/05/24/opinion/letters/trump-farmers-trade.html","A reader objects to using taxpayer money to fix a problem that the president himself created.","To the Editor:","A reader objects to using taxpayer money to fix a problem that the president himself created.","2019-05-24T19:21:21+0000"
"82","https://www.nytimes.com/2019/05/08/business/global-markets.html","The sell-off has been driven by a sudden shift in tone surrounding the trade talks between the world’s two largest economies, China and the United States.","Wall Street added to a recent losing streak on Wednesday, as global markets remained pessimistic about the trade negotiations this week between the United States and China.","The sell-off has been driven by a sudden shift in tone surrounding the trade talks between the world’s two largest economies, China and the United States.","2019-05-08T08:28:00+0000"
"83","https://www.nytimes.com/2019/08/25/business/global-markets.html","Asian markets ended lower, but shares on Wall Street and in European markets rose after President Trump and Beijing officials publicly discussed potentially restarting stalled talks.","Stocks climbed in the United States on Monday after President Trump ratcheted down the tension with China, calling President Xi Jinping a “great leader” and indicating that Chinese officials had reached out to resume talks to settle the trade dispute that has unnerved investors.","Asian markets ended lower, but shares on Wall Street and in European markets rose after President Trump and Beijing officials publicly discussed potentially restarting stalled talks.","2019-08-26T02:42:27+0000"
"84","https://www.nytimes.com/2019/06/10/briefing/hong-kong-trade-war-migrants.html","Here’s what you need to know.","(Want to get this briefing by email? Here’s the sign-up.)","Here’s what you need to know.","2019-06-10T04:03:35+0000"
"85","https://www.nytimes.com/2019/05/19/opinion/tariffs-china-trade-war.html","No clear winner as the world’s two largest economies duke it out.","Rather than reach a deal, the United States has raised tariffs on $200 billion worth of Chinese goods.","No clear winner as the world’s two largest economies duke it out.","2019-05-19T23:30:06+0000"
"86","https://www.nytimes.com/2019/08/06/briefing/trade-war-us-shootings-toni-morrison.html","Here’s what you need to know.","(Want to get this briefing by email? Here’s the sign-up.)","Here’s what you need to know.","2019-08-07T03:31:42+0000"
"87","https://www.nytimes.com/paidpost/china-daily/us-tourism-feels-trade-war-pinch-as-chinese-travel-fell-first-time-in-15-years.html","Travel is the top export to China, generating a $29.8 billion trade surplus in 2017.","Travelers from China are seeking alternative destinations amid the trade war with the United States, as travel industry insiders keep a close eye on the decline in the number of those visitors.","Travel is the top export to China, generating a $29.8 billion trade surplus in 2017.","2019-07-30T10:30:42+0000"
"88","https://www.nytimes.com/2019/05/08/upshot/trade-war-stock-market-china-us-tariff.html","The president has tended to back off whenever markets and the economy have looked soft.","The real question is not why the stock market is down this week. It is why it is down so little.","The president has tended to back off whenever markets and the economy have looked soft.","2019-05-08T16:51:01+0000"
"89","https://www.nytimes.com/2018/12/26/opinion/letters/stock-market-trade-war.html","Both the president and the treasury secretary are misdiagnosing what is causing investor unease, a reader says. ","To the Editor:","Both the president and the treasury secretary are misdiagnosing what is causing investor unease, a reader says. ","2018-12-26T18:54:53+0000"
"90","https://www.nytimes.com/2019/07/30/technology/trump-trade-war-vietnam.html","Samsung already assembles half of its handsets in the country, which got a big lift from U.S. tariffs on Chinese goods. Now Apple is homing in.","BAC NINH, Vietnam — No country on earth has benefited from President Trump’s trade fight with China more than Vietnam. ","Samsung already assembles half of its handsets in the country, which got a big lift from U.S. tariffs on Chinese goods. Now Apple is homing in.","2019-07-30T07:00:10+0000"
"91","https://www.nytimes.com/2019/08/07/business/china-currency-yuan-renminbi.html","The country’s central bank guided the renminbi past another key point, suggesting Beijing could weaponize it if Trump imposes more tariffs.","BEIJING — China signaled on Thursday that it might continue to weaken its currency, a move that threatens to again escalate the trade war with the United States.","The country’s central bank guided the renminbi past another key point, suggesting Beijing could weaponize it if Trump imposes more tariffs.","2019-08-08T02:02:00+0000"
"92","https://www.nytimes.com/2019/05/18/business/the-week-in-business-facial-recognition-trade-boeing-iran.html","Also: Worries about another war, and the continuing crisis at Boeing.","Hello! I’m filling in this week for Charlotte, who’s off tallying her losses from the recent stock market dive. Here’s what you need to know in business news. ","Also: Worries about another war, and the continuing crisis at Boeing.","2019-05-18T17:57:27+0000"
"93","https://www.nytimes.com/2019/05/14/upshot/us-china-trade-war.html","There’s a shrinking supply of the ‘constructive ambiguity’ that would let each side present a deal as a win.","Just two weeks ago, the United States and China seemed to be gliding toward a trade deal meant to resolve tensions between the world’s two largest economies.","There’s a shrinking supply of the ‘constructive ambiguity’ that would let each side present a deal as a win.","2019-05-14T14:54:21+0000"
"94","https://www.nytimes.com/2019/09/10/opinion/huawei-trump-china-trade.html","During a rare interview, the company’s chief executive proposed negotiations with the Justice Department.","After a week of interviews in Beijing, Shenzhen and Hong Kong, I’ve come away with some strong feelings about the United States-China trade dispute. There are two battlefronts: One is the negotiation to eliminate the barriers to American companies competing in China, and the other is what to do about Huawei, China’s enormous telecom networking company that Beijing sees as a crown jewel of national innovation and the Trump team sees as a giant global espionage device.","During a rare interview, the company’s chief executive proposed negotiations with the Justice Department.","2019-09-10T15:17:34+0000"
"95","https://www.nytimes.com/2019/05/10/us/politics/trump-china-trade.html","The president, in a series of tweets, said a prolonged trade war would be good for America even as negotiators returned to the table.","WASHINGTON — Trade talks between China and the United States ended on Friday without a deal as President Trump raised tariffs on $200 billion worth of Chinese imports and signaled he was prepared for a prolonged economic fight.","The president, in a series of tweets, said a prolonged trade war would be good for America even as negotiators returned to the table.","2019-05-10T12:13:52+0000"
"96","https://www.nytimes.com/2019/05/06/business/china-trump-trade-economy-markets.html","Amid uncertainly over trade talks set to take place this week, economists and investors worry that new tariffs would stop China’s economic recovery.","The prospect of a wider trade war between the United States and China sent global financial markets whipsawing on Monday and could force Beijing to make difficult decisions if it hopes to preserve its nascent economic recovery.","Amid uncertainly over trade talks set to take place this week, economists and investors worry that new tariffs would stop China’s economic recovery.","2019-05-06T08:52:29+0000"
"97","https://www.nytimes.com/2019/07/11/business/trade-war-invest-china.html","There are funds on the market that could help you profit from American trade tensions with countries like China. But short-term bets are inherently risky.","In the always inventive world of exchange-traded funds, you can find funds focused on European carbon credits, social media, and even one that aims to profit from the obesity of Americans.","There are funds on the market that could help you profit from American trade tensions with countries like China. But short-term bets are inherently risky.","2019-07-11T09:00:08+0000"
"98","https://www.nytimes.com/2019/05/31/business/trade-war-trump.html","Mexico, China, Japan, Europe, Canada: The White House’s various conflicts add up to a broad assault on a postwar effort to build economic ties around the world.","President Trump on Thursday threatened to hit Mexico with new tariffs, escalating his immigration fight with America’s largest trading partner. And with that, he showed, once again, that he’s ready to employ trade as an all-purpose tool for his policy goals.","Mexico, China, Japan, Europe, Canada: The White House’s various conflicts add up to a broad assault on a postwar effort to build economic ties around the world.","2019-05-31T12:35:26+0000"
"99","https://www.nytimes.com/2019/09/12/us/politics/trump-china-trade.html","President Trump announced that China would resume purchases of American farm goods after a day of cooling tensions, raising hopes of averting the next round of tariff increases.","WASHINGTON — The trade war between the United States and China showed signs of easing on Thursday, as China reportedly made its first large purchase in months of American soybeans after President Trump agreed to briefly delay his next round of tariffs.","President Trump announced that China would resume purchases of American farm goods after a day of cooling tensions, raising hopes of averting the next round of tariff increases.","2019-09-12T16:56:41+0000"
"100","https://www.nytimes.com/2019/05/24/business/dealbook/trade-war-farmers.html","Aid for farmers hurt by the trade war with Beijing signals that a protracted fight lies ahead.","Good Friday. (Want this by email? Sign up here.)","Aid for farmers hurt by the trade war with Beijing signals that a protracted fight lies ahead.","2019-05-24T10:51:37+0000"
"101","https://www.nytimes.com/2019/08/23/briefing/trade-war-brazil-taylor-swift.html","Here’s what you need to know at the end of the day.","(Want to get this briefing by email? Here’s the sign-up.) ","Here’s what you need to know at the end of the day.","2019-08-23T21:48:19+0000"
"102","https://www.nytimes.com/2019/08/05/business/economy/us-china-yuan-renminbi-trump.html","The trade war intensified Monday, as Beijing allowed its currency to weaken and the Treasury Department labeled China a currency manipulator.","WASHINGTON — The trade war between the United States and China entered a more dangerous phase on Monday, as Beijing allowed its currency to weaken, Chinese enterprises stopped making new purchases of American farm goods and President Trump’s Treasury Department formally labeled China a currency manipulator.","The trade war intensified Monday, as Beijing allowed its currency to weaken and the Treasury Department labeled China a currency manipulator.","2019-08-05T11:07:24+0000"
"103","https://www.nytimes.com/2019/06/19/business/globalization-us-world-order.html","As President Trump deploys tariffs as weapons in international disputes, he has ceded the American role as champion of global trade.","LONDON — If globalization were ever going to unravel, the beginning would probably feel something like this.","As President Trump deploys tariffs as weapons in international disputes, he has ceded the American role as champion of global trade.","2019-06-19T09:00:07+0000"
"104","https://www.nytimes.com/2019/07/15/business/trade-war-tariffs-revenue.html","The president’s payments to farmers hurt by Chinese retaliation have so far exceeded the revenue from tariffs on imports of Chinese goods.","WASHINGTON — President Trump on Monday portrayed America as being on the winning end of his trade war, saying tariffs are punishing China’s economy while generating billions of dollars for the United States, an economic victory that will allow him to continue his fight without domestic harm.","The president’s payments to farmers hurt by Chinese retaliation have so far exceeded the revenue from tariffs on imports of Chinese goods.","2019-07-15T23:10:30+0000"
"105","https://www.nytimes.com/2019/05/14/briefing/trade-war-doris-day-apple.html","Here’s what you need to know.","(Want to get this briefing by email? Here’s the sign-up.)","Here’s what you need to know.","2019-05-14T09:39:50+0000"
"106","https://www.nytimes.com/2019/05/14/business/dealbook/trade-war-us-china.html","The U.S.-China trade war intensified yesterday as Beijing and Washington outlined plans to increase tariffs on each other’s goods.","Good Tuesday. (Want this by email? Sign up here.)","The U.S.-China trade war intensified yesterday as Beijing and Washington outlined plans to increase tariffs on each other’s goods.","2019-05-14T10:04:37+0000"
"107","https://www.nytimes.com/2019/05/14/arts/television/stephen-colbert-trumps-trade-war.html","“I know why you want to change it, because it makes it seem less dangerous,” Colbert said. “There’s a reason no one went to see ‘Avengers: Infinity Negotiation.’”","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recommendations straight to your inbox.","“I know why you want to change it, because it makes it seem less dangerous,” Colbert said. “There’s a reason no one went to see ‘Avengers: Infinity Negotiation.’”","2019-05-14T07:10:03+0000"
"108","https://www.nytimes.com/2019/08/08/business/japan-economy.html","The annualized rate of 1.8 percent was down from the previous quarter but still higher than expected. Trade wars, uncertain global prospects and a new consumption tax remain on the horizon.","TOKYO — Japan’s growth showed surprising strength in the three months that ended in June, but the country faces its most serious economic challenges in years.","The annualized rate of 1.8 percent was down from the previous quarter but still higher than expected. Trade wars, uncertain global prospects and a new consumption tax remain on the horizon.","2019-08-09T00:07:18+0000"
"109","https://www.nytimes.com/2019/06/11/business/dealbook/trade-war-earnings.html","With zero certainty about what lies ahead, analysts are standing pat on earnings forecasts. If they start to cut targets, stocks could be in for a dive.","Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________","With zero certainty about what lies ahead, analysts are standing pat on earnings forecasts. If they start to cut targets, stocks could be in for a dive.","2019-06-11T09:00:08+0000"
"110","https://www.nytimes.com/2019/06/10/briefing/hong-kong-protests-trade-war-womens-world-cup.html","Hong Kong’s leader is unmoved by protests. ","(Want to get this briefing by email? Here’s the sign-up.)","Hong Kong’s leader is unmoved by protests. ","2019-06-10T20:08:25+0000"
"111","https://www.nytimes.com/2019/08/01/briefing/trade-war-impeachment-herman-melville.html","Here’s what you need to know at the end of the day.","(Want to get this briefing by email? Here’s the sign-up.) ","Here’s what you need to know at the end of the day.","2019-08-01T21:50:56+0000"
"112","https://www.nytimes.com/2019/09/22/business/china-social-credit-business.html","Beijing hopes its social credit system will quickly punish companies accused of wrongdoing. U.S. firms could get hit, too.","BEIJING — China is funneling vast amounts of public and private data into huge databases aimed at tightening its control over its nearly 1.4 billion people. ","Beijing hopes its social credit system will quickly punish companies accused of wrongdoing. U.S. firms could get hit, too.","2019-09-22T18:24:27+0000"
"113","https://www.nytimes.com/2019/10/06/us/hemp-farming-trade-war.html","With the rising popularity of CBD products, farmers are growing hemp. Some see it as a way to ride out President Trump’s fight over trade. Others fear it may not last.","ROSEVILLE, Ill. — Surrounded by waist-high hemp plants, Andy Huston, a sixth-generation farmer in Illinois, stopped to admire one of the ridged green leaves.","With the rising popularity of CBD products, farmers are growing hemp. Some see it as a way to ride out President Trump’s fight over trade. Others fear it may not last.","2019-10-06T22:24:58+0000"
"114","https://www.nytimes.com/2019/08/31/business/trump-china-tariffs.html","A new wave of tariffs is about to hit companies, workers and consumers on both sides of the Pacific. But Beijing thinks it can endure.","DONGGUAN, China — Bruce Xu’s factory in southern China produces just about the most all-American footwear there is: real leather cowboy boots, complete with generous heels and expressive stitching up the sides.","A new wave of tariffs is about to hit companies, workers and consumers on both sides of the Pacific. But Beijing thinks it can endure.","2019-08-31T20:00:05+0000"
"115","https://www.nytimes.com/2019/07/05/business/samsung-earnings-trade-war.html","The technology giant predicted a 56 percent drop in quarterly operating profit, as the trade war between the United States and China caused havoc in the computer chip and smartphone markets.","President Trump’s trade war with China has been felt around the world. The latest casualty: the South Korean electronics giant Samsung Electronics.","The technology giant predicted a 56 percent drop in quarterly operating profit, as the trade war between the United States and China caused havoc in the computer chip and smartphone markets.","2019-07-05T12:34:11+0000"
"116","https://www.nytimes.com/2019/08/28/world/asia/china-port-united-states-warship.html","The denial of a port visit to Qingdao came in the same month that two U.S. ships were denied permission to dock in Hong Kong, according to the United States.","HONG KONG — China has denied an American warship permission to visit a Chinese port, the United States Navy said on Wednesday, an apparent reflection of flaring trade and military tensions between the two countries.","The denial of a port visit to Qingdao came in the same month that two U.S. ships were denied permission to dock in Hong Kong, according to the United States.","2019-08-28T07:09:55+0000"
"117","https://www.nytimes.com/2019/08/02/business/global-markets.html","Wall Street’s slide continued as a clash between the world’s biggest economies cast a chill on markets.","Stocks suffered their worst week of the year as jitters over trade returned to the financial markets, and investors worried that the Federal Reserve might not be as supportive of them as earlier hoped.","Wall Street’s slide continued as a clash between the world’s biggest economies cast a chill on markets.","2019-08-02T08:12:49+0000"
"118","https://www.nytimes.com/2019/05/12/us/politics/larry-kudlow-trump-trade.html","Larry Kudlow’s acknowledgment was merely a recognition of Economics 101. But it flew in the face of one of President Trump’s favorite arguments: that trade wars are easy to win.","WASHINGTON — President Trump’s chief economic adviser said on Sunday that American consumers would bear a burden from the escalating trade war with China, contradicting Mr. Trump’s claim that his tariffs were a multibillion-dollar, one-way payment by China to the United States Treasury.","Larry Kudlow’s acknowledgment was merely a recognition of Economics 101. But it flew in the face of one of President Trump’s favorite arguments: that trade wars are easy to win.","2019-05-12T18:50:41+0000"
"119","https://www.nytimes.com/2019/08/01/business/economy/democrats-trump-economy.html","Unemployment is low and growth is solid, but the president’s 2020 rivals are challenging the Trump economic record on several fronts.","It took more than 90 minutes for the moderators of the Democratic presidential primary debate on Wednesday night to turn to the economy, which polls show is a top issue on voters’ minds and is one of President Trump’s strengths as he seeks re-election.","Unemployment is low and growth is solid, but the president’s 2020 rivals are challenging the Trump economic record on several fronts.","2019-08-01T17:27:03+0000"
"120","","As the two largest economies on earth battle over trade, the fortunes of much of the globe hang in the balance.","As the two largest economies on earth battle over trade, the fortunes of much of the globe hang in the balance.","As the two largest economies on earth battle over trade, the fortunes of much of the globe hang in the balance.","2019-08-27T10:00:03+0000"
"121","https://www.nytimes.com/2018/11/28/magazine/trade-war-tariffs-small-business.html","Tariffs on Chinese imports have endangered small business around the United States — a growing nightmare that critics say the president could have avoided.","Sam Cobb was surprised to see so many people lined up for a hearing at the International Trade Commission in Washington on the morning of Monday, Aug. 20. The chief executive of Real Wood Floors, Cobb was a veteran of such proceedings, which were usually sleepy affairs, populated by white-shoe attorneys fighting over arcane legal definitions. For this hearing, though, the line stretched out the door and onto the sidewalk along E Street, where the people waiting to get in were surrounded by a scrum of television cameramen. In the preceding weeks, the Trump administration had floated a proposal to place punitive import tariffs on $200 billion of Chinese goods, and the politics of global trade had suddenly burst into the headlines.","Tariffs on Chinese imports have endangered small business around the United States — a growing nightmare that critics say the president could have avoided.","2018-11-28T10:00:04+0000"
"122","https://www.nytimes.com/2019/06/07/business/economy/russia-china-us-trade.html","The presidents of Russia and China used an investment conference to critique what they saw as increased protectionism by the United States amid rising tensions.","ST. PETERSBURG, Russia — In back-to-back speeches at an investment conference Friday, the leaders of Russia and China cast themselves as the champions of free markets and global trade, an overt show of opposition to what they portrayed as the United States’ retreat into protectionism with sanctions and tariffs.","The presidents of Russia and China used an investment conference to critique what they saw as increased protectionism by the United States amid rising tensions.","2019-06-07T22:01:31+0000"
"123","https://www.nytimes.com/2019/06/18/business/economy/global-economy-trade-war.html","President Trump’s trade war is stirring uncertainty, weighing on manufacturing and disrupting increasingly delicate global economic growth.","WASHINGTON — President Trump’s trade war is chilling business investment, confidence and trade flows across the world, a development that foreign leaders and business executives say is worsening a global economic slowdown that was already underway.","President Trump’s trade war is stirring uncertainty, weighing on manufacturing and disrupting increasingly delicate global economic growth.","2019-06-18T15:59:52+0000"
"124","","We talked to a farmer and a truck manufacturer who have supported President Trump about how his tariffs affect their businesses.","We talked to a farmer and a truck manufacturer who have supported President Trump about how his tariffs affect their businesses.","We talked to a farmer and a truck manufacturer who have supported President Trump about how his tariffs affect their businesses.","2019-05-16T10:00:03+0000"
"125","https://www.nytimes.com/2019/05/13/us/politics/us-economy-china-trade-war.html","President Trump’s decision to renew his trade war with China will hurt consumers — a contradiction to his claim that his tariffs are a mostly one-way payment by China.","Good Monday morning. Here are some of the stories making news in Washington and politics today.","President Trump’s decision to renew his trade war with China will hurt consumers — a contradiction to his claim that his tariffs are a mostly one-way payment by China.","2019-05-13T04:46:49+0000"
"126","https://www.nytimes.com/2019/02/14/business/germany-economy.html","Europe’s largest economy showed no growth in the fourth quarter as steel tariffs hit manufacturers and sales to China declined.","FRANKFURT — The once seemingly unstoppable German economy had the slowest growth of any eurozone country except Italy at the end of 2018, according to data published on Thursday that brought the impact of President Trump’s trade war into stark relief.","Europe’s largest economy showed no growth in the fourth quarter as steel tariffs hit manufacturers and sales to China declined.","2019-02-14T11:13:50+0000"
"127","https://www.nytimes.com/2019/07/05/business/economy/june-jobs-report.html","President Trump declares that the economy is doing “unbelievably well” after payrolls grow by 224,000 in June.","A decade after the Great Recession released its grip on the American economy, the job market shows no sign of falling into another slump.","President Trump declares that the economy is doing “unbelievably well” after payrolls grow by 224,000 in June.","2019-07-05T09:00:10+0000"
"128","https://www.nytimes.com/2018/12/17/opinion/trade-war-china-wto.html","By undermining the World Trade Organization’s judges, the United States could destroy one of its best tools to hold China accountable.","You may think the Trump administration’s appetite for trade wars couldn’t get much bigger. You’d be wrong. Last week, the United States trade representative, Robert Lighthizer, blocked the nomination of new judges to the World Trade Organization’s appellate body, a move that could make it impossible for the United States to enforce whatever wins it scores against China.","By undermining the World Trade Organization’s judges, the United States could destroy one of its best tools to hold China accountable.","2018-12-17T20:50:02+0000"
"129","https://www.nytimes.com/2019/05/14/business/global-markets.html","Global investors grew calmer after Beijing’s retaliatory tariffs shook markets, but sharp rhetoric suggested the uncertainty was far from over.","Stocks jumped on Tuesday, rebounding from their biggest loss in more than four months and giving investors a reprieve from the waves of selling that have characterized trading so far in May.","Global investors grew calmer after Beijing’s retaliatory tariffs shook markets, but sharp rhetoric suggested the uncertainty was far from over.","2019-05-14T07:56:46+0000"
"130","https://www.nytimes.com/2019/06/29/world/asia/g20-summit-takeaways.html","President Trump announced that the United States and China had agreed to resume stalled trade negotiations, giving negotiators another chance to forge a permanent pact.","OSAKA, Japan — Before President Trump had even arrived for the Group of 20 summit in Osaka, Japan, this past week, he set the tone by attacking America’s closest allies, including the host country.","President Trump announced that the United States and China had agreed to resume stalled trade negotiations, giving negotiators another chance to forge a permanent pact.","2019-06-29T13:57:04+0000"
"131","https://www.nytimes.com/2019/05/28/business/alibaba-trade-war-wall-street.html","As some inside and outside the White House call for weakening China’s links to U.S. financial markets, e-commerce giant Alibaba is considering listing its shares in Hong Kong.","BEIJING — President Trump’s trade war with China has prompted a broad rethinking of how the two economies have become so intertwined, leading some manufacturers to trim supply chains in China and American authorities to start cutting off crucial technology for Chinese companies.","As some inside and outside the White House call for weakening China’s links to U.S. financial markets, e-commerce giant Alibaba is considering listing its shares in Hong Kong.","2019-05-28T17:19:20+0000"
"132","https://www.nytimes.com/2019/05/19/briefing/trade-war-australia-game-of-thrones.html","Here’s what you need to know about the week’s top stories.","Here are the week’s top stories, and a look ahead.","Here’s what you need to know about the week’s top stories.","2019-05-19T10:00:13+0000"
"133","https://www.nytimes.com/2019/05/31/business/china-list-us-huawei-retaliate.html","Without disclosing details, officials say they plan to retaliate against those who blockade Chinese companies, in an apparent response to Huawei’s problems.","BEIJING — The Chinese government said on Friday that it was putting together an “unreliable entities list” of foreign companies and people, an apparent first step toward retaliating against the United States for denying vital American technology to Chinese companies.","Without disclosing details, officials say they plan to retaliate against those who blockade Chinese companies, in an apparent response to Huawei’s problems.","2019-05-31T11:36:14+0000"
"134","https://www.nytimes.com/2019/05/07/business/stock-market-china-trade.html","Stocks fell for a second day after the Trump administration repeated its pledge to raise tariffs on Chinese imports this week. Business owners braced for fallout.","Fears of an escalating trade war between the United States and China ricocheted through the American economy on Tuesday, sending stocks down sharply and prompting businesses large and small to brace for fallout.","Stocks fell for a second day after the Trump administration repeated its pledge to raise tariffs on Chinese imports this week. Business owners braced for fallout.","2019-05-07T17:53:42+0000"
"135","https://www.nytimes.com/2019/08/16/world/asia/taiwan-f16.html","The $8 billion arms package, the single largest from the United States to Taiwan in many years, is certain to anger China and could complicate the trade war.","The Trump administration is moving forward with an $8 billion sale of F-16 fighter jets to Taiwan, American officials said Friday. The move is certain to further anger China at a time when a long-running trade war between Washington and Beijing has upended relations between the world’s two largest economies and contributed to stock market turmoil.","The $8 billion arms package, the single largest from the United States to Taiwan in many years, is certain to anger China and could complicate the trade war.","2019-08-16T15:45:19+0000"
